ICAO,name,CMX,bpt_file,lw_rule,num_built,active,year_introduced,year_last_produced,year_retired,manufacturer,country,length,wingspan,wingspan_swept_folded,lw_rule2,engine_type,engine_position,num_engines,description,wing_position,wing_shape,wingtip_tanks,winglets,canards,amphibious,awacs,twin_boom,tail_position,num_tail_fins,Notes,bpt_file2
AS23,ASK-23,C,,,153,True,1983,,,SCHLEICHER,GERMANY,7.1,15,,,prop,['fuselage'],1,L1P,high,straight,False,False,False,False,False,False,T-tail,1,,
AS24,ASW-24,C,asw_24_top-49752.jpg,AC2,221,True,1987,1993,,SCHLEICHER,GERMANY,6.55,15,,,prop,['fuselage'],1,L1P,mid,straight,False,True,False,False,False,False,T-tail,1,,
AS26,ASH-26,C,,,258,True,1993,,,SCHLEICHER,GERMANY,7.55,18,,,prop,['fuselage'],1,L1P,high,straight,False,True,False,False,False,False,T-tail,1,,
AS27,ASW-27,C,F-GAL-270-3SA.jpg,AC2,237,True,1995,,,SCHLEICHER,GERMANY,6.55,15,,,prop,['fuselage'],1,L1P,high,straight,False,True,False,False,False,False,T-tail,1,,
AS28,ASW-28,C,,,144,True,2000,,,SCHLEICHER,GERMANY,6.59,15,,,prop,['fuselage'],1,L1P,high,straight,False,True,False,False,False,False,T-tail,1,,
AS29,ASG-29,C,29-3sa-bunt.jpg,AC2,246,True,2006,,,SCHLEICHER,GERMANY,6.59,18,,,prop,['fuselage'],1,L1P,high,straight,False,True,False,False,False,False,T-tail,1,,
AS30,ASH-30,C,30-3sa.jpg,AC2,5,True,2011,,,SCHLEICHER,GERMANY,9.33,26.5,,,prop,['fuselage'],1,L1P,mid,straight,False,True,False,False,False,False,T-tail,1,,
AS31,ASH-31,C,map.png,AC2,100,True,2009,,,SCHLEICHER,GERMANY,7.07,21,,,prop,['fuselage'],1,L1P,high,straight,False,True,False,False,False,False,T-tail,1,,
ETA,Eta,C,ETA.png,AC2,3,True,2000,,,CONSORTIUM,GERMANY,9.75,30.9,,,prop,['fuselage'],1,L1P,high,straight,False,True,False,False,False,False,T-tail,1,,
NIMB2,Nimbus-2,C,,,243,True,1971,,,SCHEMPP-HIRTH,GERMANY,7.33,20.3,,,prop,['fuselage'],1,L1P,high,straight,False,True,False,False,False,False,T-tail,1,,
NIMB3,Nimbus-3,C,,,50,True,1981,,,SCHEMPP-HIRTH,GERMANY,7.63,22.9,,,prop,['fuselage'],1,L1P,high,straight,False,True,False,False,False,False,T-tail,1,,
NIMB4,Nimbus-4,C,,,144,True,1990,,,SCHEMPP-HIRTH,GERMANY,7.83,26.5,,,prop,['fuselage'],1,L1P,high,straight,False,True,False,False,False,False,T-tail,1,,
L10,Model 10 Electra,X,Electra-color.jpeg,AC0,149,True,1935,,,LOCKHEED,USA,11.76,17,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,2,,
L12,Model 12 Electra Junior,X,6036404942_8c96c43589_b.jpg,AC0,130,True,1936,,,LOCKHEED,USA,11.07,15.09,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,2,,
L14,Model 14 Super Electra,C,Lockheed_14_Super_Electra_3-view_line_drawing.png,AC0,354,True,1937,,,LOCKHEED,USA,13.51,19.96,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,2,,
ANKA,Anka,M,,,102,True,2010,,,TAI,TURKEY,8.6,17.3,,,prop,['tail'],1,L1P,high,straight,False,False,False,False,False,False,V-tail,0,,
ANKA2,Aksungur,M,,,12,True,2021,,,TAI,TURKEY,12.5,24.2,,,prop,['wings'],2,L2P,high,straight,False,False,False,False,False,True,fuselage,2,,
A411,MAI-411,C,,,100,True,2018,,,OSKBES-MAI,RUSSIA,7.2,12.2,,,prop,['wings'],2,L2P,high,straight,False,False,False,False,False,False,fuselage,1,,
DA62,DA62,C,da62_ph16.jpg,AC0,273,True,2015,,,DIAMOND,AUSTRIA,9.19,14.55,,,prop,['wings'],2,L2P,low,straight,False,True,False,False,False,False,T-tail,1,,
E390,C-390 Millennium,M,kc390-3d-view1.png,AC2,13,True,2019,,,EMBRAER,BRAZIL,33.5,33.94,,,jet,['wings'],2,L2J,high,swept,False,False,False,False,False,False,T-tail,1,,
FAET,322 Faeta,C,321_Faeta_NG_3p_740.jpg,AC0,100,True,2003,,,ATEC,CZECH REPUBLIC,6.2,9.6,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,T-tail,1,,
FN33,FN-333 Riviera,C,NARDI_FN-333_3_view_01_740.jpg,AC3,29,True,1962,,,SIAI-MARCHETTI,ITALY,7.3,10.36,,,prop,['tail'],1,A1P,high,straight,False,False,False,False,False,True,fuselage,2,,
FRBD,R-03 Firebird,M,FRBD.jpg,AC0,2,True,2010,,,NORTHROP GRUMMAN,,10.36,19.81,,,prop,['tail'],1,L1P,high,straight,False,False,False,False,False,True,T-tail,2,,
FURY,Sea Fury,M,hawker_fury_sea_fury_1944-36483.jpg,AC2,864,True,1945,1955,1968,HAWKER,UK,10.57,11.7,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
BR763,Br.763 Deux Ponts,X,sahara.png,AC0,20,True,1953,,1971,BREGUET,FRANCE,28.94,42.96,,,prop,['wings'],4,L4P,mid,straight,False,False,False,False,False,False,fuselage,2,,
QSRA,QSRA C-8A (NASA 715),X,nasa-boeing-c-8a-qsra.png,AC2,1,True,1980,,,BOEING,USA,28.5,22.6,,,jet,['wings'],4,L4J,high,straight,False,False,False,False,False,False,T-tail,1,,
RC12,RC-12 Guardrail,M,,,6,True,1983,,,BEECH,USA,13.87,18.2,,,prop,['wings'],2,L2P,low,straight,True,False,True,False,False,False,T-tail,1,,
SBD,SBD Dauntless,M,douglas_sbd_3_dauntless-91261.jpg,AC2,5936,True,1940,1944,1959,DOUGLAS,USA,10.09,12.66,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
V614,VFW-614,C,vfw614.png,AC0,19,True,1975,,2012,FOKKER,NETHERLANDS,20.6,21.5,,,jet,['wings'],2,L2J,low,swept,False,False,False,False,False,False,fuselage,1,,
SREY,SeaRey,C,SREY.jpg,AC2,480,True,1992,,,PROGRESSIVE AERODYNE,USA,6.84,9.39,,,prop,['wings'],1,A1P,high,straight,False,False,False,False,False,False,fuselage,1,,
SMTR,Scimitar,M,,,76,True,1957,,1969,SUPERMARINE,UK,16.84,11.33,6,,jet,['fuselage'],2,L2J,mid,swept,False,False,False,False,False,False,fuselage,1,,
